Easting Northing Q1 I1 Q05 I05 elevation
741347.291 3669683.198 58.18 1.68 34.38 0.33 66.67
741347.488 3669683.213 57.87 1.73 34.3 0.33 66.669
741347.739 3669683.231 57.63 1.71 34.03 0.35 66.667
741347.955 3669683.248 58.02 1.69 33.95 0.33 66.666
741348.404 3669683.26 58.65 1.64 34.46 0.32 66.649
741348.95 3669683.273 59.63 1.59 34.89 0.34 66.63
741349.333 3669683.278 59.66 1.56 35.55 0.34 66.625
741349.613 3669683.282 59.7 1.54 35.67 0.34 66.621
741349.988 3669683.286 60.33 1.54 36.06 0.35 66.617
741350.405 3669683.284 60.17 1.51 36.22 0.35 66.617
741350.907 3669683.28 60.13 1.5 36.45 0.36 66.617
741351.218 3669683.273 60.52 1.49 36.96 0.36 66.613
741351.465 3669683.268 61.23 1.54 37.04 0.35 66.61
741351.673 3669683.263 61.15 1.56 37.04 0.35 66.607
741352.102 3669683.25 62.28 1.62 37.47 0.34 66.608
741352.524 3669683.236 62.36 1.65 37.31 0.36 66.609
741352.848 3669683.224 62.91 1.64 36.92 0.34 66.61
741353.187 3669683.21 63.26 1.63 36.84 0.35 66.611
741353.473 3669683.199 62.98 1.65 36.77 0.35 66.613
741353.76 3669683.188 62.32 1.67 36.88 0.35 66.614
741354.736 3669683.144 62.75 1.65 37.12 0.34 66.62
741355.238 3669683.12 62.98 1.62 36.88 0.34 66.621
741355.624 3669683.101 62.67 1.64 36.69 0.34 66.619
741356.012 3669683.082 63.3 1.65 37.08 0.34 66.616
741356.431 3669683.061 64.12 1.65 37.35 0.34 66.613
741357.281 3669683.043 63.81 1.67 37.23 0.34 66.597
741358.03 3669683.03 64.94 1.62 38.05 0.31 66.584
741358.497 3669683.032 65.88 1.54 38.29 0.3 66.603
741359.001 3669683.035 65.33 1.52 38.21 0.31 66.623
741359.395 3669683.038 65.6 1.6 37.78 0.31 66.639
741360.123 3669683.039 66.11 1.58 37.7 0.33 66.643
741360.964 3669683.039 67.01 1.56 38.68 0.33 66.646
741361.412 3669683.036 67.67 1.56 38.95 0.33 66.652
741361.792 3669683.034 68.53 1.58 39.5 0.32 66.658
741362.344 3669683.03 70.13 1.58 39.7 0.33 66.666
741362.984 3669683.03 69.66 1.55 40.05 0.32 66.671
741363.844 3669683.03 70.02 1.59 40.98 0.32 66.678
741364.323 3669683.035 70.37 1.61 41.61 0.34 66.68
741364.663 3669683.039 71.54 1.61 42.16 0.34 66.682
741365.14 3669683.045 72.2 1.62 42.86 0.34 66.685
741365.763 3669683.054 72.75 1.61 43.05 0.32 66.69
741366.549 3669683.068 72.95 1.59 42.27 0.33 66.698
741367.288 3669683.076 72.16 1.56 41.8 0.34 66.701
741367.86 3669683.075 72.83 1.57 42.04 0.34 66.698
741368.201 3669683.074 73.53 1.55 41.69 0.36 66.696
741368.841 3669683.064 72.67 1.55 41.49 0.37 66.7
741369.423 3669683.043 72.32 1.6 41.26 0.38 66.714
741370.205 3669683.014 72.44 1.61 41.22 0.39 66.73
741370.611 3669683 71.42 1.62 40.91 0.39 66.73
741371.053 3669682.984 71.42 1.63 40.83 0.38 66.73
741371.533 3669682.968 71.58 1.61 40.83 0.38 66.73
741372.285 3669682.953 71.66 1.59 40.95 0.36 66.736
741373.339 3669682.939 72.36 1.61 40.59 0.38 66.75
741373.711 3669682.936 72.13 1.68 40.75 0.39 66.761
741374.122 3669682.933 71.97 1.62 40.09 0.37 66.774
741374.568 3669682.929 72.05 1.66 39.15 0.38 66.787
741375.148 3669682.921 71.19 1.67 38.09 0.38 66.795
741375.89 3669682.909 70.8 1.65 37.63 0.41 66.799
741376.709 3669682.898 70.64 1.69 37.27 0.4 66.799
741377.061 3669682.894 69.86 1.7 37.47 0.4 66.796
741377.45 3669682.889 71.07 1.64 37.55 0.38 66.793
741377.919 3669682.883 69.94 1.6 37.2 0.39 66.789
741379.127 3669682.907 70.09 1.63 37.08 0.4 66.789
741379.838 3669682.925 69.59 1.62 36.69 0.39 66.79
741380.381 3669682.942 69.63 1.56 36.8 0.38 66.792
741380.924 3669682.959 69.08 1.6 36.53 0.39 66.794
741382.284 3669682.997 69.04 1.57 36.45 0.37 66.788
741383.076 3669683.017 68.45 1.57 36.45 0.36 66.781
741383.611 3669683.029 69.43 1.61 37.16 0.37 66.782
741383.993 3669683.038 69.78 1.6 36.96 0.37 66.783
741384.492 3669683.05 70.37 1.59 38.02 0.38 66.784
741385.415 3669683.055 70.45 1.64 38.21 0.39 66.778
741386.452 3669683.054 70.64 1.6 38.56 0.39 66.769
741387.004 3669683.038 70.99 1.61 38.45 0.39 66.777
741387.471 3669683.024 71.85 1.68 38.37 0.4 66.784
741387.981 3669683.009 72.13 1.75 38.48 0.42 66.791
741388.882 3669682.989 73.88 1.87 39.42 0.43 66.762
741389.807 3669682.971 76.38 1.99 40.44 0.47 66.719
741390.384 3669682.97 79.43 2.12 43.25 0.49 66.709
741390.812 3669682.971 83.96 2.33 45.01 0.52 66.706
741391.365 3669682.974 88.02 2.73 47.59 0.58 66.703
741392.076 3669682.982 92.4 3.37 49.42 0.71 66.7
741392.975 3669683.001 91.42 4.83 48.99 1.02 66.701
741393.76 3669683.015 85.06 7.04 46.45 1.52 66.702
741394.278 3669683.018 79.04 8.83 44.38 1.83 66.702
741394.839 3669683.022 78.65 9.02 45.83 1.7 66.701
741396.265 3669683.014 89.12 6.08 49.27 1.01 66.702
741397.097 3669683.005 90.6 4.73 48.29 0.79 66.702
741397.608 3669682.994 87.63 3.67 45.98 0.62 66.7
741398.206 3669682.981 83.49 2.93 43.91 0.53 66.698
741398.603 3669682.973 79.7 2.47 42.12 0.47 66.697
741399.495 3669682.953 76.89 2.11 40.36 0.43 66.705
741401.152 3669682.914 73.06 1.96 39.07 0.43 66.734
741401.592 3669682.906 71.31 1.86 38.84 0.41 66.735
741401.945 3669682.9 69.98 1.73 38.37 0.39 66.735
741402.475 3669682.89 68.45 1.65 37.55 0.37 66.736
741403.199 3669682.874 67.48 1.53 36.61 0.36 66.747
741404.136 3669682.85 64.9 1.48 35.71 0.37 66.768
741404.866 3669682.828 64.12 1.49 34.46 0.38 66.77
741405.455 3669682.808 63.45 1.51 33.91 0.39 66.754
741405.996 3669682.788 62.2 1.49 33.25 0.39 66.74
741406.827 3669682.764 62.2 1.5 33.37 0.38 66.73
741407.667 3669682.746 61.31 1.47 33.25 0.4 66.738
741408.614 3669682.728 60.76 1.46 33.09 0.4 66.745
741409.277 3669682.718 60.48 1.47 33.02 0.4 66.746
741409.891 3669682.709 60.6 1.47 33.72 0.41 66.746
741410.363 3669682.702 59.63 1.44 34.77 0.4 66.747
741411.337 3669682.668 60.52 1.48 34.42 0.4 66.753
741413.607 3669682.572 60.99 1.48 33.95 0.4 66.755
741413.653 3669682.57 61.97 1.51 33.99 0.4 66.755
741413.743 3669682.566 62.16 1.49 33.76 0.4 66.754
741413.969 3669682.555 62.52 1.45 33.05 0.4 66.753
741415.103 3669682.505 63.45 1.44 33.25 0.4 66.754
741416.855 3669682.437 63.26 1.48 33.48 0.41 66.761
741416.987 3669682.433 64.31 1.47 34.54 0.39 66.761
741417.516 3669682.415 64.51 1.43 34.85 0.39 66.762
741418.087 3669682.396 66.23 1.48 35.91 0.39 66.763
741420.062 3669682.349 67.52 1.48 35.67 0.42 66.757
741420.152 3669682.347 67.09 1.51 36.18 0.42 66.757
741420.785 3669682.338 68.34 1.51 36.77 0.41 66.755
741421.343 3669682.338 69.2 1.46 37 0.41 66.756
741422.936 3669682.334 70.95 1.48 38.21 0.4 66.75
741423.438 3669682.326 71.97 1.47 38.25 0.39 66.737
741426.976 3669682.247 71.85 1.48 38.68 0.37 66.723
741427.645 3669682.235 72.59 1.48 39.85 0.37 66.718
741427.792 3669682.232 73.45 1.5 39.85 0.38 66.717
741427.867 3669682.23 73.81 1.48 40.52 0.37 66.717
741427.939 3669682.229 73.34 1.41 40.4 0.37 66.716
741428.09 3669682.226 73.45 1.43 41.41 0.36 66.715
741428.384 3669682.221 74 1.46 41.14 0.37 66.713
741429.096 3669682.215 74.16 1.5 41.41 0.37 66.709
741429.767 3669682.227 75.17 1.53 41.88 0.37 66.709
741430.388 3669682.238 75.6 1.54 41.88 0.36 66.71
741430.866 3669682.246 75.6 1.46 42 0.35 66.71
741432.003 3669682.239 76.73 1.44 41.96 0.34 66.714
741433.039 3669682.231 75.41 1.43 41.88 0.34 66.717
741433.894 3669682.195 76.07 1.49 41.73 0.36 66.759
741434.549 3669682.168 75.52 1.49 41.45 0.37 66.791
741435.534 3669682.138 74.94 1.54 41.26 0.38 66.812
741436.55 3669682.117 75.06 1.53 41.22 0.38 66.802
741437.382 3669682.11 75.25 1.54 40.75 0.39 66.794
741437.937 3669682.117 76.15 1.56 41.06 0.37 66.791
741438.411 3669682.123 76.15 1.52 41.41 0.37 66.788
741439.727 3669682.112 74.9 1.49 41.65 0.37 66.8
741439.833 3669682.109 76.31 1.52 41.53 0.35 66.802
741440.979 3669682.078 75.68 1.43 40.87 0.35 66.82
741441.3 3669682.061 75.29 1.49 40.63 0.36 66.809
741441.678 3669682.042 76.7 1.43 41.53 0.32 66.797
741442 3669682.026 75.72 1.35 41.1 0.34 66.786
741442.653 3669681.999 74.7 1.43 41.1 0.37 66.763
741442.914 3669681.995 75.72 1.41 42.51 0.35 66.754
741443.489 3669681.989 76.7 1.33 43.02 0.33 66.733
741444.037 3669681.983 76.31 1.33 42.31 0.33 66.717
741444.544 3669681.987 75.45 1.41 42.82 0.34 66.72
741445.011 3669681.99 76.03 1.4 42.82 0.34 66.723
741445.982 3669681.974 76.34 1.35 42.27 0.33 66.746
741446.758 3669681.947 75.84 1.36 40.91 0.35 66.76
741447.078 3669681.93 75.37 1.41 40.63 0.37 66.759
741447.486 3669681.909 75.13 1.45 40.75 0.37 66.758
741447.786 3669681.893 75.99 1.45 40.71 0.38 66.757
741448.845 3669681.844 75.91 1.46 41.22 0.4 66.741
741449.509 3669681.833 75.6 1.5 41.65 0.4 66.743
741449.696 3669681.832 77.4 1.52 41.96 0.39 66.745
741450.067 3669681.831 78.06 1.47 42.74 0.39 66.749
741450.348 3669681.83 77.48 1.5 43.48 0.38 66.752
741450.931 3669681.834 79.04 1.51 44.38 0.37 66.752
741451.326 3669681.838 80.13 1.5 45.13 0.36 66.751
741451.621 3669681.841 80.29 1.45 45.2 0.36 66.751
741453.909 3669681.825 79.59 1.47 45.05 0.37 66.772
741454.074 3669681.823 80.45 1.52 44.77 0.37 66.773
741456.71 3669681.773 79.9 1.49 43.91 0.36 66.755
741456.905 3669681.768 79 1.44 43.17 0.36 66.757
741457.033 3669681.765 78.96 1.49 42.82 0.37 66.759
741457.356 3669681.757 79.39 1.47 42.04 0.38 66.762
741457.356 3669681.757 77.95 1.52 41.84 0.39 66.762
741457.356 3669681.757 78.1 1.52 42.31 0.39 66.762
741457.551 3669681.752 78.53 1.51 41.77 0.38 66.764
741458.3 3669681.734 78.88 1.49 41.65 0.39 66.772
741459.237 3669681.707 78.57 1.52 42.16 0.38 66.765
741459.596 3669681.697 79.43 1.52 42.43 0.37 66.763
741459.705 3669681.694 80.06 1.47 43.05 0.37 66.762
741460.21 3669681.681 80.37 1.47 42.59 0.37 66.76
741461.027 3669681.664 79.51 1.41 42.94 0.38 66.76
741463.109 3669681.632 79.2 1.44 42.78 0.39 66.756
741463.254 3669681.63 78.84 1.46 43.37 0.39 66.755
741463.301 3669681.629 79.59 1.37 43.64 0.37 66.755
741463.734 3669681.622 80.17 1.38 44.23 0.36 66.755
741464.775 3669681.604 82.13 1.38 45.87 0.34 66.756
741466.689 3669681.522 82.52 1.36 46.49 0.34 66.757
741466.828 3669681.515 83.69 1.39 46.61 0.35 66.758
741467.105 3669681.5 84 1.41 47.08 0.36 66.763
741467.105 3669681.5 84.35 1.37 47 0.36 66.763
741467.6 3669681.474 83.38 1.34 45.91 0.37 66.772
741468.376 3669681.432 81.34 1.38 44.62 0.38 66.787
741469.309 3669681.401 80.21 1.37 43.76 0.36 66.772
741469.893 3669681.383 78.96 1.37 42.47 0.39 66.761
741470.089 3669681.377 78.06 1.42 41.8 0.39 66.757
741472.218 3669681.358 77.83 1.43 41.65 0.39 66.727
741472.605 3669681.354 76.89 1.39 41.14 0.38 66.724
741472.642 3669681.353 76.15 1.39 41.45 0.37 66.724
741473.066 3669681.349 77.2 1.37 42.27 0.36 66.722
741473.45 3669681.345 77.71 1.37 42.66 0.36 66.719
741474.478 3669681.317 78.41 1.37 43.02 0.36 66.73
741475.359 3669681.291 79.35 1.41 44.23 0.37 66.736
741475.773 3669681.276 79.86 1.46 44.97 0.37 66.732
741476.188 3669681.262 80.91 1.47 46.38 0.37 66.728
741476.753 3669681.241 82.87 1.49 47.86 0.35 66.723
741477.476 3669681.217 85.06 1.5 48.68 0.38 66.732
741478.463 3669681.184 86.7 1.54 48.6 0.38 66.745
741478.994 3669681.172 87.28 1.54 49.11 0.36 66.734
741479.568 3669681.16 87.32 1.55 48.95 0.38 66.723
741480.018 3669681.15 87.32 1.55 49.66 0.36 66.713
741480.704 3669681.14 89.2 1.5 50.01 0.36 66.72
741481.482 3669681.131 89.47 1.48 50.13 0.35 66.732
741482.098 3669681.127 89.7 1.53 50.24 0.38 66.735
741482.582 3669681.127 89.9 1.54 50.52 0.37 66.73
741482.993 3669681.126 89.86 1.51 50.32 0.38 66.727
741484.681 3669681.101 91.85 1.48 51.34 0.36 66.686
741485.464 3669681.082 92.32 1.48 52.39 0.34 66.672
741485.92 3669681.067 93.18 1.5 52.55 0.34 66.674
741486.342 3669681.053 93.22 1.47 51.69 0.33 66.677
741486.798 3669681.039 92.09 1.46 51.02 0.35 66.68
741487.855 3669681.017 91.89 1.51 50.95 0.36 66.686
741488.827 3669681.001 91.97 1.49 50.28 0.36 66.684
741489.253 3669680.996 90.56 1.49 49.27 0.37 66.669
741489.581 3669680.993 91.31 1.52 50.59 0.37 66.657
741489.975 3669680.989 92.75 1.46 51.34 0.36 66.643
741490.484 3669680.982 92.87 1.46 51.1 0.37 66.628
741491.838 3669680.949 91.62 1.52 52.12 0.37 66.615
741492.453 3669680.933 93.26 1.41 53.13 0.34 66.614
741493.016 3669680.917 92.87 1.4 52.98 0.35 66.616
741493.709 3669680.898 92.67 1.46 53.29 0.33 66.619
741494.364 3669680.887 93.65 1.46 53.25 0.33 66.598
741495.219 3669680.874 93.18 1.47 53.25 0.34 66.566
741495.762 3669680.869 93.69 1.49 53.29 0.35 66.563
741496.317 3669680.867 94.35 1.46 53.33 0.34 66.578
741496.724 3669680.865 93.53 1.46 52.86 0.35 66.588
741497.132 3669680.864 93.14 1.5 52.7 0.35 66.599
741498.237 3669680.846 93.96 1.44 53.09 0.33 66.606
741499.023 3669680.83 93.65 1.44 52.9 0.34 66.606
741499.504 3669680.815 93.06 1.5 53.29 0.34 66.595
741500.023 3669680.798 94.04 1.47 52.66 0.34 66.584
741500.534 3669680.78 93.84 1.46 52.2 0.36 66.576
741501.513 3669680.731 93.38 1.48 52.2 0.36 66.586
741502.218 3669680.698 93.02 1.48 52.23 0.37 66.592
741502.65 3669680.684 93.14 1.48 52.16 0.36 66.587
741503.045 3669680.671 92.01 1.5 51.84 0.39 66.583
741503.548 3669680.654 92.67 1.54 52.23 0.4 66.577
741504.267 3669680.64 92.67 1.56 51.92 0.42 66.562
741505.192 3669680.626 93.22 1.61 52.98 0.43 66.538
741505.814 3669680.612 94.55 1.57 54.34 0.4 66.528
741506.434 3669680.595 95.68 1.53 53.72 0.4 66.523
741506.887 3669680.582 95.64 1.53 53.95 0.4 66.519
741507.562 3669680.555 96.03 1.53 53.8 0.4 66.524
741508.42 3669680.514 96.5 1.56 53.37 0.41 66.538
741509.094 3669680.485 94.86 1.59 53.09 0.42 66.537
741509.591 3669680.469 94.59 1.56 52.82 0.4 66.52
741510.128 3669680.45 94.51 1.55 52.23 0.42 66.502
741510.583 3669680.435 94.12 1.54 53.33 0.4 66.486
741511.758 3669680.436 96.27 1.55 54.77 0.37 66.488
741512.64 3669680.435 96.11 1.54 55.05 0.4 66.496
741513.133 3669680.43 96.66 1.57 55.4 0.4 66.51
741513.672 3669680.424 97.56 1.54 55.48 0.39 66.524
741514.322 3669680.417 96.38 1.55 53.52 0.4 66.539
741515.106 3669680.397 93.84 1.56 53.48 0.39 66.531
741516.524 3669680.367 93.57 1.57 52.27 0.42 66.526
741517.071 3669680.36 92.87 1.56 51.65 0.4 66.533
741517.534 3669680.355 92.13 1.57 51.18 0.41 66.539
741518.112 3669680.347 91.23 1.56 51.61 0.4 66.544
741519.786 3669680.319 91.5 1.47 51.65 0.38 66.536
741520.375 3669680.307 89.7 1.43 50.63 0.37 66.528
741521.087 3669680.291 88.57 1.4 51.06 0.34 66.518
741521.467 3669680.283 89.27 1.42 51.26 0.36 66.513
741522.29 3669680.261 87.75 1.45 50.87 0.39 66.509
741523.098 3669680.238 86.62 1.51 48.25 0.4 66.509
741523.777 3669680.222 85.29 1.52 47.66 0.41 66.505
741524.251 3669680.215 83.81 1.52 47.74 0.42 66.498
741524.649 3669680.209 83.41 1.51 47.63 0.4 66.493
741525.123 3669680.202 83.45 1.43 46.92 0.38 66.486
741526.185 3669680.194 81.54 1.41 46.49 0.39 66.492
741527.067 3669680.185 81.66 1.41 46.84 0.37 66.501
741527.562 3669680.174 81.42 1.41 46.57 0.37 66.511
741528.142 3669680.161 80.91 1.42 46.49 0.39 66.524
741528.755 3669680.147 80.45 1.46 46.57 0.4 66.534
741529.468 3669680.128 80.99 1.47 46.06 0.42 66.536
741530.379 3669680.104 81.11 1.52 46.06 0.43 66.537
741530.888 3669680.095 81.85 1.55 46.92 0.42 66.539
741531.523 3669680.084 82.48 1.46 47.35 0.39 66.542
741531.946 3669680.076 82.05 1.47 46.69 0.4 66.543
741532.823 3669680.06 83.38 1.5 47.35 0.4 66.527
741533.772 3669680.044 84.74 1.52 48.13 0.41 66.504
741534.361 3669680.028 83.57 1.49 48.88 0.4 66.493
741534.837 3669680.015 86.07 1.5 49.73 0.4 66.485
741535.399 3669679.999 86.97 1.52 49.85 0.41 66.476
741536.058 3669679.982 86.93 1.5 49.5 0.4 66.467
741537.145 3669679.958 88.02 1.5 49.62 0.4 66.456
741537.842 3669679.939 87.09 1.48 49.3 0.41 66.453
741538.401 3669679.921 86.5 1.47 49.89 0.4 66.458
741539.055 3669679.899 87.28 1.46 50.32 0.4 66.465
741540.549 3669679.855 89.16 1.51 51.77 0.41 66.456
741541.576 3669679.828 91.46 1.48 52.12 0.4 66.444
741542.347 3669679.819 91.19 1.48 52.43 0.4 66.444
741542.831 3669679.814 93.14 1.49 53.56 0.4 66.444
741543.408 3669679.808 94.86 1.51 54.11 0.4 66.444
741544.467 3669679.798 95.41 1.51 55.52 0.4 66.444
741545.567 3669679.786 97.95 1.48 56.84 0.38 66.442
741546.153 3669679.768 98.14 1.48 57.74 0.39 66.431
741546.56 3669679.756 100.41 1.48 58.68 0.39 66.424
741547.189 3669679.737 101.62 1.51 59.15 0.41 66.412
741548.071 3669679.702 101.85 1.53 59.62 0.42 66.405
741549.22 3669679.651 102.67 1.57 59.5 0.43 66.404
741550.112 3669679.619 101.31 1.6 59.23 0.43 66.416
741550.584 3669679.606 103.22 1.55 60.36 0.42 66.427
741551.152 3669679.59 103.3 1.55 60.05 0.42 66.441
741551.717 3669679.574 102.98 1.58 60.59 0.41 66.455
741553.054 3669679.606 104.66 1.59 61.02 0.4 66.442
741554.021 3669679.629 104.31 1.52 61.38 0.4 66.431
741554.693 3669679.629 104.23 1.54 60.83 0.4 66.426
741555.519 3669679.629 103.96 1.55 60.4 0.4 66.42
741556.137 3669679.626 104.31 1.57 60.67 0.4 66.415
741557.233 3669679.59 103.84 1.55 60.63 0.4 66.404
741558.225 3669679.555 104.04 1.55 62.08 0.39 66.395
741558.831 3669679.524 105.88 1.59 62.12 0.41 66.397
741559.637 3669679.482 106.19 1.59 63.41 0.4 66.4
741560.092 3669679.458 107.4 1.59 64.81 0.41 66.402
741561.085 3669679.419 108.88 1.62 65.32 0.41 66.386
741562.055 3669679.381 108.77 1.67 65.4 0.42 66.368
741562.796 3669679.371 108.84 1.66 65.09 0.42 66.369
741563.182 3669679.368 106.77 1.65 63.45 0.42 66.372
741563.858 3669679.363 106.77 1.64 63.72 0.41 66.377
741564.634 3669679.36 106.31 1.66 62.59 0.42 66.375
741565.693 3669679.36 104.16 1.62 62.74 0.4 66.365
741566.508 3669679.344 105.29 1.61 63.52 0.39 66.359
741566.978 3669679.323 106.31 1.58 63.84 0.39 66.356
741567.682 3669679.293 106.42 1.6 64.38 0.4 66.351
741569.273 3669679.251 107.83 1.62 64.3 0.42 66.31
741570.017 3669679.24 109.2 1.73 65.91 0.44 66.29
741570.56 3669679.247 111.07 1.65 66.41 0.41 66.285
741571.147 3669679.255 111.31 1.66 66.92 0.42 66.28
741571.597 3669679.262 113.84 1.7 67.59 0.41 66.277
741572.609 3669679.249 114.12 1.73 67.9 0.42 66.288
741573.598 3669679.233 113.38 1.76 69.11 0.44 66.298
741573.971 3669679.222 115.84 1.79 71.57 0.42 66.296
741574.456 3669679.207 117.52 1.75 72.39 0.42 66.293
741574.867 3669679.195 118.1 1.73 74.3 0.4 66.291
741575.595 3669679.177 122.4 1.76 75.91 0.41 66.279
741576.576 3669679.157 124.39 1.68 78.29 0.38 66.253
741577.367 3669679.143 125.8 1.69 80.71 0.41 66.248
741577.972 3669679.135 129.59 1.74 81.88 0.42 66.261
741578.533 3669679.128 129.2 1.73 80.24 0.43 66.273
741578.961 3669679.124 127.87 1.74 80.32 0.41 66.277
741580.062 3669679.121 129.82 1.68 81.49 0.42 66.265
741580.79 3669679.114 130.09 1.67 82.12 0.42 66.249
741581.443 3669679.099 132.44 1.71 86.96 0.4 66.22
741581.968 3669679.087 137.67 1.69 90.2 0.37 66.197
741582.433 3669679.074 138.3 1.65 90.91 0.4 66.176
741583.234 3669679.031 139.86 1.69 92.08 0.42 66.138
741584.199 3669678.981 142.83 1.6 92.7 0.4 66.094
741584.8 3669678.959 141.73 1.62 90.55 0.42 66.072
741585.353 3669678.939 140.13 1.67 90.75 0.42 66.052
741585.817 3669678.922 142.32 1.68 91.57 0.44 66.035
741586.815 3669678.891 141.23 1.76 90.32 0.46 66.044
741587.667 3669678.866 139.98 1.83 89.54 0.48 66.053
741588.225 3669678.865 140.21 1.82 89.07 0.49 66.044
741588.74 3669678.863 140.45 1.79 90.09 0.46 66.036
741589.258 3669678.861 142.56 1.81 92.04 0.47 66.027
741590.056 3669678.875 143.84 1.75 91.88 0.46 66.037
741591.144 3669678.899 140.88 1.73 91.57 0.46 66.056
741591.706 3669678.899 143.45 1.76 92.94 0.48 66.056
741592.185 3669678.898 144.2 1.76 93.41 0.48 66.053
741592.708 3669678.896 143.73 1.78 95.2 0.48 66.051
741593.374 3669678.894 145.64 1.76 95.36 0.47 66.048
741594.737 3669678.887 144.7 1.73 94.77 0.46 66.044
741595.241 3669678.883 144.43 1.71 94.81 0.47 66.051
741595.76 3669678.88 145.37 1.74 93.99 0.47 66.061
741596.191 3669678.877 142.79 1.69 92.59 0.48 66.069
741596.783 3669678.873 142.13 1.7 94.07 0.46 66.078
741597.672 3669678.862 143.65 1.67 94.3 0.46 66.066
741598.525 3669678.851 142.13 1.71 93.64 0.5 66.056
741599.04 3669678.844 141.93 1.75 94.23 0.49 66.052
741599.595 3669678.837 143.14 1.74 93.25 0.49 66.048
741600.022 3669678.831 141.58 1.71 93.09 0.49 66.045
741601.162 3669678.811 142.2 1.69 92.55 0.48 66.057
741602.082 3669678.794 141.66 1.68 91.06 0.5 66.069
741602.603 3669678.792 137.05 1.67 89.97 0.48 66.061
741602.936 3669678.791 138.34 1.64 90.13 0.45 66.056
741603.458 3669678.79 138.02 1.64 88.02 0.48 66.047
741604.063 3669678.788 133.38 1.64 86.69 0.46 66.033
741605.359 3669678.789 134.55 1.64 88.48 0.46 65.99
741606.058 3669678.782 135.17 1.55 88.91 0.42 65.99
741606.478 3669678.775 134.08 1.55 88.05 0.43 65.997
741607.021 3669678.766 134.98 1.56 88.05 0.44 66.005
741607.733 3669678.748 133.22 1.56 86.57 0.44 66.006
741608.64 3669678.717 131.81 1.58 87.31 0.44 65.995
741609.296 3669678.694 133.38 1.62 88.6 0.47 65.986
741609.78 3669678.676 132.98 1.55 89.7 0.43 65.98
741610.344 3669678.655 133.06 1.59 89.23 0.44 65.972
741611.663 3669678.633 134.23 1.61 89.58 0.46 65.971
741612.401 3669678.629 134.04 1.59 89.27 0.43 65.975
741612.968 3669678.63 134.08 1.54 87.82 0.44 65.976
741613.421 3669678.631 131.15 1.54 86.65 0.44 65.978
741613.918 3669678.631 130.52 1.59 87.23 0.45 65.979
741615.015 3669678.624 131.66 1.56 87.16 0.44 65.981
741615.782 3669678.616 129.98 1.53 87.2 0.44 65.982
741616.269 3669678.608 129.63 1.64 87.55 0.44 65.967
741616.674 3669678.601 131.73 1.6 89.11 0.44 65.951
741617.152 3669678.593 131.03 1.53 88.48 0.45 65.933
741617.75 3669678.586 130.17 1.6 88.48 0.45 65.927
741619.015 3669678.589 131.34 1.61 88.17 0.43 65.982
741619.632 3669678.598 128.92 1.52 85.79 0.43 65.986
741620.132 3669678.61 126.7 1.53 85.55 0.43 65.98
741620.636 3669678.621 127.52 1.51 85.67 0.43 65.974
741621.139 3669678.628 125.95 1.46 83.95 0.42 65.971
741622.054 3669678.629 123.84 1.48 82.55 0.43 65.974
741622.815 3669678.627 123.61 1.47 82.86 0.42 65.978
741623.294 3669678.62 124.59 1.44 83.37 0.42 65.982
741623.81 3669678.613 124.74 1.45 83.25 0.4 65.987
741624.207 3669678.607 125.25 1.45 83.56 0.4 65.991
741625.066 3669678.586 123.02 1.49 82.23 0.43 65.999
741625.918 3669678.565 122.05 1.52 82.43 0.43 66.007
741626.56 3669678.552 122.79 1.42 82.04 0.4 66.025
741626.93 3669678.545 120.76 1.42 79.62 0.43 66.036
741627.462 3669678.534 118.06 1.46 80.63 0.43 66.053
741628.508 3669678.522 120.41 1.41 82.55 0.42 66.027
741629.404 3669678.514 119.7 1.4 82.55 0.44 65.991
741629.977 3669678.509 120.76 1.4 83.8 0.41 65.988
741630.509 3669678.504 122.2 1.41 83.95 0.41 65.988
741631.038 3669678.499 119.7 1.39 82.51 0.42 65.989
741631.804 3669678.489 120.13 1.43 83.21 0.4 65.987
741632.713 3669678.475 120.09 1.44 81.57 0.39 65.982
741633.439 3669678.46 115.95 1.41 78.99 0.41 65.973
741633.972 3669678.447 114.47 1.51 77.7 0.42 65.962
741634.355 3669678.437 113.73 1.42 77.04 0.41 65.953
741634.812 3669678.425 111.81 1.4 76.49 0.4 65.943
741635.797 3669678.396 113.26 1.36 77.47 0.39 65.946
741636.923 3669678.361 112.13 1.32 76.14 0.4 65.952
741637.465 3669678.336 110.48 1.36 76.88 0.4 65.942
741638.589 3669678.285 112.75 1.3 77.86 0.4 65.922
741639.658 3669678.239 113.41 1.4 79.77 0.41 65.85
741640.634 3669678.199 115.41 1.34 81.14 0.38 65.786
741641.168 3669678.185 115.45 1.32 81.41 0.39 65.782
741641.659 3669678.173 117.95 1.42 82.9 0.41 65.778
741642.111 3669678.162 120.06 1.39 83.09 0.41 65.775
741642.968 3669678.148 119.16 1.38 84.5 0.41 65.759
741643.932 3669678.136 121.97 1.37 86.53 0.4 65.736
741644.594 3669678.121 122.16 1.37 85.44 0.41 65.696
741645.079 3669678.107 120.41 1.4 85.71 0.42 65.654
741645.694 3669678.09 123.06 1.4 88.21 0.41 65.602
741646.557 3669678.053 125.21 1.36 88.02 0.42 65.584
741647.349 3669678.012 123.84 1.43 87.08 0.42 65.597
741648.131 3669677.979 123.77 1.43 85.98 0.42 65.599
